"location","location2","location3","location4","lat_OSM","lon_OSM"
"Cuyahoga Falls, OH","Cuyahoga Falls, OH","Cuyahoga Falls  OH","Cuyahoga Falls  OH",41.1348213,-81.4848086
"Washington DC <U+0001F1FA><U+0001F1F8>","Washington DC ","Washington DC ","Washington DC",38.8949855,-77.0365708
"OAKA","OAKA","OAKA","OAKA",38.0429604,23.7797368
"West Gulf Coast Florida","West Gulf Coast Florida","West Gulf Coast Florida","West Gulf Coast Florida",26.301135,-81.797742
"Mills River","Mills River","Mills River","Mills River",35.3963951,-82.5734951
"Barcelona, Spain","Barcelona, Spain","Barcelona  Spain","Barcelona  Spain",41.3828939,2.1774322
"Ashburn Virginia","Ashburn Virginia","Ashburn Virginia","Ashburn Virginia",39.0437192,-77.4874899
"Mansfield, Ohio","Mansfield, Ohio","Mansfield  Ohio","Mansfield  Ohio",40.75839,-82.5154471
"Edinburgh/ Oslo/ Florence","Edinburgh/ Oslo/ Florence","Edinburgh  Oslo  Florence","Edinburgh  Oslo  Florence",,
"Colorado, USA","Colorado, USA","Colorado  USA","Colorado  USA",38.7251776,-105.6077167
"Germany","Germany","Germany","Germany",51.0834196,10.4234469
"Hawaii, USA","Hawaii, USA","Hawaii  USA","Hawaii  USA",21.2160437,-157.975203
"Miami, Fl ","Miami, Fl ","Miami  Fl ","Miami  Fl",25.7742658,-80.1936589
"New Jersey ","New Jersey ","New Jersey ","New Jersey",40.0757384,-74.4041622
"Heaven is my home","Heaven is my home","Heaven is my home","Heaven is my home",,
"Seattle","Seattle","Seattle","Seattle",47.6038321,-122.3300624
"Warm In Bed","Warm In Bed","Warm In Bed","Warm In Bed",48.3504947,-4.3641807
"ela/dela","ela/dela","ela dela","ela dela",46.61875335,9.69191015
"Namibia <U+0001F1F3><U+0001F1E6>","Namibia ","Namibia ","Namibia",-23.2335499,17.3231107
"Virginia","Virginia","Virginia","Virginia",37.1232245,-78.4927721
"Indianapolis, IN","Indianapolis, IN","Indianapolis  IN","Indianapolis  IN",39.7683331,-86.1583502
"unreal city, zero summer","unreal city, zero summer","unreal city  zero summer","unreal city  zero summer",,
"Isla de Margarita, Venezuela","Isla de Margarita, Venezuela","Isla de Margarita  Venezuela","Isla de Margarita  Venezuela",11.0207489,-63.9071116251312
"AZ USA","AZ USA","AZ USA","AZ USA",34.395342,-111.7632755
"Pakistan","Pakistan","Pakistan","Pakistan",30.3308401,71.247499
"Silchar, India","Silchar, India","Silchar  India","Silchar  India",24.8178611,92.7562207529437
"The Republic of Texas, USA","The Republic of Texas, USA","The Republic of Texas  USA","The Republic of Texas  USA",30.8214723,-98.7907686
"Lisboa, Portugal","Lisboa, Portugal","Lisboa  Portugal","Lisboa  Portugal",38.7077507,-9.1365919
"United Arab Emirates","United Arab Emirates","United Arab Emirates","United Arab Emirates",24.0002488,53.9994829
"Da Nang, Vietnam","Da Nang, Vietnam","Da Nang  Vietnam","Da Nang  Vietnam",16.068,108.212
"718","718","718","718",35.159989,136.905835
"Lithonia, GA","Lithonia, GA","Lithonia  GA","Lithonia  GA",33.7123305,-84.1051939
"Minnesota, USA","Minnesota, USA","Minnesota  USA","Minnesota  USA",45.9896587,-94.6113288
"Mister Trump!","Mister Trump!","Mister Trump ","Mister Trump",,
"Margaritaville","Margaritaville","Margaritaville","Margaritaville",35.764797,-105.9326043
"Englishtown, NJ","Englishtown, NJ","Englishtown  NJ","Englishtown  NJ",40.2973319,-74.3582041
"vernon","vernon","vernon","vernon",49.0917814,1.4886571
"NJ ","NJ ","NJ ","NJ",40.0757384,-74.4041622
"Newport, RI","Newport, RI","Newport  RI","Newport  RI",41.4899827,-71.3137707
"Northern California","Northern California","Northern California","Northern California",38.5134811,-122.1047011
"TM, West Africa","TM, West Africa","TM  West Africa","TM  West Africa",,
"Castle Rock, CO","Castle Rock, CO","Castle Rock  CO","Castle Rock  CO",39.3724232,-104.8586706
"Walkden, England","Walkden, England","Walkden  England","Walkden  England",53.5242276,-2.3984426
"Texas, USA <U+0001F1FA><U+0001F1F8>","Texas, USA ","Texas  USA ","Texas  USA",31.8160381,-99.5120986
"Manassas, VA","Manassas, VA","Manassas  VA","Manassas  VA",38.7509488,-77.4752667
"Los Alamitos, CA","Los Alamitos, CA","Los Alamitos  CA","Los Alamitos  CA",33.8038865,-118.0772433
"Kenya","Kenya","Kenya","Kenya",1.4419683,38.4313975
"Arizona","Arizona","Arizona","Arizona",34.395342,-111.7632755
"Nederland","Nederland","Nederland","Nederland",52.5001698,5.7480821
"Dallas, Texas","Dallas, Texas","Dallas  Texas","Dallas  Texas",-23.6475942,-46.5101346
"LockDown","LockDown","LockDown","LockDown",-13.9906238,33.8155887
"Shasta Lake","Shasta Lake","Shasta Lake","Shasta Lake",40.6799638,-122.3626507
"Manhattan, 10028","Manhattan, 10028","Manhattan  10028","Manhattan  10028",40.7896239,-73.9598939
"Cape Town","Cape Town","Cape Town","Cape Town",-33.928992,18.417396
"Tessa<U+03BB><U+03BF><U+03BD><U+03AF><U+03BA><U+03B7>, <U+0395><U+03BB><U+03BB><U+03AC><U+03C2>","Tessa","Tessa","Tessa",35.1254162,-1.7511379
"Washington DC ","Washington DC ","Washington DC ","Washington DC",38.8949855,-77.0365708
"Noord-Ierland","Noord-Ierland","Noord Ierland","Noord Ierland",54.6294982,-6.7654416
"Global... #WWG1WGA","Global... #WWG1WGA","Global     WWG1WGA","Global     WWG1WGA",,
"In a Galaxy Far Far Away.","In a  Far Far Away.","In a  Far Far Away ","In a  Far Far Away",,
"SE Mich","SE Mich","SE Mich","SE Mich",43.6211955,-84.6824346
"Ohio, USA","Ohio, USA","Ohio  USA","Ohio  USA",40.2253569,-82.6881395
"Quito, Ecuador","Quito, Ecuador","Quito  Ecuador","Quito  Ecuador",-0.2201641,-78.5123274
"www","www","www","www",18.565804,-69.9033033
"Missouri, USA","Missouri, USA","Missouri  USA","Missouri  USA",38.7604815,-92.5617875
"Boston ","Boston ","Boston ","Boston",42.3602534,-71.0582912
"North California, FUSA","North California, FUSA","North California  FUSA","North California  FUSA",,
"East Coast","East Coast","East Coast","East Coast",1.3104654,103.9235132
"Spain","Spain","Spain","Spain",39.3262345,-4.8380649
"Cypress, Texas","Cypress, Texas","Cypress  Texas","Cypress  Texas",29.9691116,-95.6971686
"Gove to Codeofvets","Gove to Codeofvets","Gove to Codeofvets","Gove to Codeofvets",,
"A Galaxy Far Far Away ","A  Far Far Away ","A  Far Far Away ","A  Far Far Away",1.254964,103.8236226
"Capitol, Panem","Capitol, Panem","Capitol  Panem","Capitol  Panem",,
"Last house on the right","Last house on the right","Last house on the right","Last house on the right",,
"<U+30A8><U+30A2><U+30B3><U+30F3><U+306E><U+8FD1><U+304F><U+306B><U+751F><U+606F>/Japan","/Japan"," Japan","Japan",36.5748441,139.2394179
"Digital Battleground","Digital Battleground","Digital Battleground","Digital Battleground",,
"Sydney, New South Wales","Sydney, New South Wales","Sydney  New South Wales","Sydney  New South Wales",-33.8548157,151.2164539
"Toronto","Toronto","Toronto","Toronto",43.6534817,-79.3839347
"Athens","Athens","Athens","Athens",37.9839412,23.7283052
"Greece","Greece","Greece","Greece",38.9953683,21.9877132
"New Delhi, India","New Delhi, India","New Delhi  India","New Delhi  India",28.6141793,77.2022662
"South Africa","South Africa","South Africa","South Africa",-28.8166236,24.991639
"Madrid, Comunidad de Madrid","Madrid, Comunidad de Madrid","Madrid  Comunidad de Madrid","Madrid  Comunidad de Madrid",40.4167047,-3.7035825
"Kolkata","Kolkata","Kolkata","Kolkata",22.5677459,88.3476023
"Texas USA","Texas USA","Texas USA","Texas USA",31.8160381,-99.5120986
"Abuja, Nigeria","Abuja, Nigeria","Abuja  Nigeria","Abuja  Nigeria",9.0643305,7.4892974
"Chalanties","Chalanties","Chalanties","Chalanties",44.8259801,7.0101195
"North of Chi, South of Heaven","North of Chi, South of Heaven","North of Chi  South of Heaven","North of Chi  South of Heaven",,
"Eugene, OR, USA","Eugene, OR, USA","Eugene  OR  USA","Eugene  OR  USA",44.0505054,-123.0950506
"Beantown, USA! ","Beantown, USA! ","Beantown  USA  ","Beantown  USA",39.095386,-77.1399798
"California","California","California","California",36.7014631,-118.7559974
"San Antonio","San Antonio","San Antonio","San Antonio",29.4246002,-98.4951405
"Tampa, FL","Tampa, FL","Tampa  FL","Tampa  FL",27.9477595,-82.458444
"Surrey, British Columbia","Surrey, British Columbia","Surrey  British Columbia","Surrey  British Columbia",49.1913033,-122.8491439
"malaysia","malaysia","malaysia","malaysia",4.5693754,102.2656823
"Grand Falls-Windsor, Newfoundl","Grand Falls-Windsor, Newfoundl","Grand Falls Windsor  Newfoundl","Grand Falls Windsor  Newfoundl",,
"South Houston, TX","South Houston, TX","South Houston  TX","South Houston  TX",29.663008,-95.2354902
"Copenhagen, Denmark","Copenhagen, Denmark","Copenhagen  Denmark","Copenhagen  Denmark",55.6867243,12.5700724
"She/her","She/her","She her","She her",35.1172406,-89.9132695
"La Paz, Bolivia","La Paz, Bolivia","La Paz  Bolivia","La Paz  Bolivia",-16.4955455,-68.1336229
"Rochester, NY","Rochester, NY","Rochester  NY","Rochester  NY",43.157285,-77.615214
"MemeWorld.com","Meme.com","Meme com","Meme com",48.385986,-4.4920133
"Char","Char","Char","Char",47.0248824,2.57533336066557
"Boston, Ma","Boston, Ma","Boston  Ma","Boston  Ma",42.3602534,-71.0582912
"Key West, FL","Key West, FL","Key West  FL","Key West  FL",24.5625566,-81.7724368
"Fukken AMERICA! <U+0001F1FA><U+0001F1F8>","Fukken AMERICA! ","Fukken AMERICA  ","Fukken AMERICA",,
"DeSoto Texas","DeSoto Texas","DeSoto Texas","DeSoto Texas",32.6061241,-96.865612653687
"Rocky Mountains","Rocky Mountains","Rocky Mountains","Rocky Mountains",43.3578532,-110.9175065
"karachi, Sindh, Pakistan ","karachi, Sindh, Pakistan ","karachi  Sindh  Pakistan ","karachi  Sindh  Pakistan",25.1446897,67.1847767315734
"Toronto, Ontario","Toronto, Ontario","Toronto  Ontario","Toronto  Ontario",43.6534817,-79.3839347
"Niterói, Brasil","Niterói, Brasil","Niterói  Brasil","Niterói  Brasil",-22.8832371,-43.1154552
"Central Texas","Central Texas","Central Texas","Central Texas",-16.5028698,-68.1300344
"Seatttle","Seatttle","Seatttle","Seatttle",,
"Caracas","Caracas","Caracas","Caracas",10.506098,-66.9146017
"athens","athens","athens","athens",37.9839412,23.7283052
"Nova Scotia, Canada","Nova Scotia, Canada","Nova Scotia  Canada","Nova Scotia  Canada",45.1960403,-63.1653789
"Highlands of Appalachia","Highlands of Appalachia","Highlands of Appalachia","Highlands of Appalachia",,
"Dominican Republic","Dominican Republic","Dominican Republic","Dominican Republic",19.0974031,-70.3028026
"Las Vegas","Las Vegas","Las Vegas","Las Vegas",36.1672559,-115.1485163
"Kuala Lumpur City, Kuala Lumpu","Kuala Lumpur City, Kuala Lumpu","Kuala Lumpur City  Kuala Lumpu","Kuala Lumpur City  Kuala Lumpu",,
"Bronx, NY","Bronx, NY","Bronx  NY","Bronx  NY",40.85048545,-73.8404035580209
"Sunny Florida, on a good day","Sunny Florida, on a good day","Sunny Florida  on a good day","Sunny Florida  on a good day",,
"W.Va  and  Port Colborne, Ontario","W.Va  and  Port Colborne, Ontario","W Va  and  Port Colborne  Ontario","W Va  and  Port Colborne  Ontario",,
"Indiana","Indiana","Indiana","Indiana",40.3270127,-86.1746933
"Northern Ireland","Northern Ireland","Northern Ireland","Northern Ireland",54.6294982,-6.7654416
"Calgary","Calgary","Calgary","Calgary",51.0534234,-114.0625892
"Los Angeles","Los Angeles","Los Angeles","Los Angeles",34.0536909,-118.2427666
"TEXAS","TEXAS","TEXAS","TEXAS",31.8160381,-99.5120986
"Brisbane, Australia","Brisbane, Australia","Brisbane  Australia","Brisbane  Australia",-27.4689682,153.0234991
"Middle-California","Middle-California","Middle California","Middle California",37.7542908,-119.5972692
"Illinois, USA","Illinois, USA","Illinois  USA","Illinois  USA",40.0796606,-89.4337288
"Utah, USA","Utah, USA","Utah  USA","Utah  USA",39.4225192,-111.7143584
"Texas #Merica","Texas #Merica","Texas  Merica","Texas  Merica",,
"Dallas, TX","Dallas, TX","Dallas  TX","Dallas  TX",32.7762719,-96.7968559
"Brenham, TX","Brenham, TX","Brenham  TX","Brenham  TX",30.1668828,-96.3977442
"Guayaquil - Ecuador","Guayaquil - Ecuador","Guayaquil   Ecuador","Guayaquil   Ecuador",-2.1899066,-79.887726
"Belgrano ","Belgrano ","Belgrano ","Belgrano",-34.5613076,-58.4565454
"NC","NC","NC","NC",35.6729639,-79.0392919
"GA","GA","GA","GA",-0.8999695,11.6899699
"Greenland, USA","Greenland, USA","Greenland  USA","Greenland  USA",35.9942472,-94.1752048
"Soul Society","Soul Society","Soul Society","Soul Society",44.8182156,20.4685621
"Columbus, OH","Columbus, OH","Columbus  OH","Columbus  OH",39.9622601,-83.0007065
"Pretoria","Pretoria","Pretoria","Pretoria",-25.7459374,28.1879444
"Mississippi, USA","Mississippi, USA","Mississippi  USA","Mississippi  USA",32.9715645,-89.7348497
"Dubai ex Melbourne and MCR","Dubai ex Melbourne and MCR","Dubai ex Melbourne and MCR","Dubai ex Melbourne and MCR",,
"Malvinas Argentinas, Argentina","Malvinas Argentinas, Argentina","Malvinas Argentinas  Argentina","Malvinas Argentinas  Argentina",-31.3810644,-64.0558555
"Land of the Free, Wise & Brave","Land of the Free, Wise & Brave","Land of the Free  Wise   Brave","Land of the Free  Wise   Brave",,
"Lynchburg Virginia","Lynchburg Virginia","Lynchburg Virginia","Lynchburg Virginia",37.4137536,-79.1422464
"Manchester","Manchester","Manchester","Manchester",53.4794892,-2.2451148
"Bogotá, D.C., Colombia","Bogotá, D.C., Colombia","Bogotá  D C   Colombia","Bogotá  D C   Colombia",4.59808,-74.0760439
"Stamford, CT","Stamford, CT","Stamford  CT","Stamford  CT",35.5698636,-80.9308626
"Kuwait","Kuwait","Kuwait","Kuwait",29.2733964,47.4979476
"Liberated Long Island, NY","Liberated Long Island, NY","Liberated Long Island  NY","Liberated Long Island  NY",,
"Central to all things ","Central to all things ","Central to all things ","Central to all things",,
" NYC<U+E51D>"," NYC"," NYC","NYC",40.7127281,-74.0060152
"Kumasi, Ghana","Kumasi, Ghana","Kumasi  Ghana","Kumasi  Ghana",6.698081,-1.6230404
"Lago Norte, Brasília","Lago Norte, Brasília","Lago Norte  Brasília","Lago Norte  Brasília",-15.7342351,-47.8641578
"Seoul, Republic of Korea","Seoul, Republic of Korea","Seoul  Republic of Korea","Seoul  Republic of Korea",37.5666791,126.9782914
"None Of Your Business","None Of Your Business","None Of Your Business","None Of Your Business",,
"Singapore","Singapore","Singapore","Singapore",1.340863,103.830391822121
"O tempora o mores!","O tempora o mores!","O tempora o mores ","O tempora o mores",,
"Lima, Peru","Lima, Peru","Lima  Peru","Lima  Peru",-12.0621065,-77.0365256
"Bay Area /WS EPTX","Bay Area /WS EPTX","Bay Area  WS EPTX","Bay Area  WS EPTX",,
"LACHUWAY","LACHUWAY","LACHUWAY","LACHUWAY",,
"Virtual USA territories","Virtual USA territories","Virtual USA territories","Virtual USA territories",,
"Montevideo, Uruguay","Montevideo, Uruguay","Montevideo  Uruguay","Montevideo  Uruguay",-34.8927002,-56.178654
"Pune, India","Pune, India","Pune  India","Pune  India",18.521428,73.8544541
"CT/NYC/MA","CT/NYC/MA","CT NYC MA","CT NYC MA",41.8105759,12.3003366
"santiago de chile","santiago de chile","santiago de chile","santiago de chile",-33.4377968,-70.6504451
"Place is so relative","Place is so relative","Place is so relative","Place is so relative",,
"ALBANY, NY","ALBANY, NY","ALBANY  NY","ALBANY  NY",42.6511674,-73.754968
"The World & Beyond","The  & Beyond","The    Beyond","The    Beyond",-3.2394545,35.4980896594538
"Augusta, GA","Augusta, GA","Augusta  GA","Augusta  GA",33.4709714,-81.9748429
"calcutta","calcutta","calcutta","calcutta",22.5677459,88.3476023
"China is asshoe","China is asshoe","China is asshoe","China is asshoe",,
"VeryRichPeopleAreSociopaths","VeryRichPeopleAreSociopaths","VeryRichPeopleAreSociopaths","VeryRichPeopleAreSociopaths",,
"Fu","Fu","Fu","Fu",28.4471242,-13.8661475815981
"Tunnel Behind Yankees Dugout","Tunnel Behind Yankees Dugout","Tunnel Behind Yankees Dugout","Tunnel Behind Yankees Dugout",,
"Lebanon","Lebanon","Lebanon","Lebanon",33.8750629,35.843409
"Obuasi - Ghana <U+0001F1EC><U+0001F1ED>","Obuasi - Ghana ","Obuasi   Ghana ","Obuasi   Ghana",6.211542,-1.6894045
"Région Métropolitaine de Santi","Région Métropolitaine de Santi","Région Métropolitaine de Santi","Région Métropolitaine de Santi",,
"Gurgaon, India","Gurgaon, India","Gurgaon  India","Gurgaon  India",28.42826235,77.0027001465775
"Madrid, España","Madrid, España","Madrid  España","Madrid  España",36.4809284,-5.2404684
"El Planeta Tierra","El a Tierra","El a Tierra","El a Tierra",-24.8445775,-65.4930952
"CARACAS","CARACAS","CARACAS","CARACAS",10.506098,-66.9146017
"504|251|225","504|251|225","504|251|225","504|251|225",,
" the milky way"," the "," the ","the",,
"Southern US","Southern US","Southern US","Southern US",29.691504,-95.287087
"cartagena","cartagena","cartagena","cartagena",10.4195841,-75.5271224
"Eureka, CA","Eureka, CA","Eureka  CA","Eureka  CA",45.4985271,-62.6816736
"El Salvador Centroamérica","El Salvador Centroamérica","El Salvador Centroamérica","El Salvador Centroamérica",13.7128609,-89.2138651
"Espana","Espana","Espana","Espana",39.3262345,-4.8380649
"Newark, CA","Newark, CA","Newark  CA","Newark  CA",42.972978,-80.6953669
"Aurangabad maharastra","Aurangabad maharastra","Aurangabad maharastra","Aurangabad maharastra",19.877263,75.3390241
"Norwalk, CT","Norwalk, CT","Norwalk  CT","Norwalk  CT",32.9754015,-117.0390357
"Wisconsin Rapids, WI","Wisconsin Rapids, WI","Wisconsin Rapids  WI","Wisconsin Rapids  WI",44.3917589,-89.8228767
"Moon Base Alpha, The Moon","Moon Base Alpha, The Moon","Moon Base Alpha  The Moon","Moon Base Alpha  The Moon",-36.8794135,174.900491180155
"CCP Occupied Australia <U+0001F1E8><U+0001F1F3>","CCP Occupied Australia ","CCP Occupied Australia ","CCP Occupied Australia",,
"REPUBLICA DE VENEZUELA <U+0001F1FB><U+0001F1EA>","REPUBLICA DE VENEZUELA ","REPUBLICA DE VENEZUELA ","REPUBLICA DE VENEZUELA",-27.4898895,-58.8007062
"Ribeirão Preto, Brasil","Ribeirão Preto, Brasil","Ribeirão Preto  Brasil","Ribeirão Preto  Brasil",-21.178333,-47.8066671
"#MAGA  Silicon Valley","#MAGA  Silicon Valley"," MAGA  Silicon Valley","MAGA  Silicon Valley",0.7683445,31.8559877
